S.No,PROVINCE ,DIVISION,DISTRICT ,TEHSIL ,TEHSIL - CODE,UC  CODE,UC NO,UC NAME,LATITUDE,LONGITUDE,UC_UR,LOCALITIES_NO,VILLAGE NO,VILLAGE CODE,VILLAGES
18921,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,7,5725117,KILLI MISRI KHAN MAKORI
18922,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,6,5725116,KILLI MIRZIYAN SHAHER
18923,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,5,5725115,KILLI MIR NOOR AHMED
18924,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,4,5725114,KILLI MIR KHUDAIDAD SHAHER
18925,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,3,5725113,KILLI BOHRI LANGANI
18926,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,2,5725112,KILLI BANGARH
18927,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572511,1,KARAM KHAN SHAHER,29.8956646,69.2439465,Rural,9,1,5725111,BOHRI
18928,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,19,57252219,SARDAR KILLI
18929,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,18,57252218,PEOPLE COLONY
18930,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,17,57252217,NEW KILLI
18931,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,16,57252216,MULLAH MARRI  BAZAR
18932,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,15,57252215,MUBHATABAD
18933,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,14,57252214,MODEL TOWN
18934,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,13,57252213,MARRI COLONY
18935,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,12,57252212,MADINA COLONY
18936,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,11,57252211,KILLI WADERA MEER GUL MARRI
18937,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,10,57252210,KILLI WADERA KARIM MARRI
18938,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,9,5725229,KILLI WADERA AUGHSAR
18939,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,8,5725228,KILLI SHEAR KHAN MARRI
18940,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,7,5725227,KILLI SARDAR FEROZ KHAN
18941,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,6,5725226,KILLI SANJARABAD SHAHEJAH
18942,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,5,5725225,KILLI MIR TAJ MARRI
18943,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,4,5725224,KILLI HAJI BEHRAM KAHN
18944,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,3,5725223,KILLI AMEER JAN
18945,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,2,5725222,DATTAZI ABAD
18946,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,5725,572522,2,MC KOHLU,29.88487987,69.21962891,Urban,19,1,5725221,CHURMIEE KILLI
18947,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,15,57211115,KILLI SUNDAH
18948,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,14,57211114,KILLI SATYWALI
18949,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,13,57211113,KILLI SAFYTOKH
18950,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,12,57211112,KILLI OLD MANWAND
18951,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,11,57211111,KILLI MAZAE GOZO
18952,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,10,57211110,KILLI MANWAND
18953,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,9,5721119,KILLI MANJARA
18954,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,8,5721118,KILLI KUNAL
18955,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,7,5721117,KILLI KOHI
18956,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,6,5721116,KILLI KASAE GOZO
18957,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,5,5721115,KILLI JEWANI
18958,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,4,5721114,KILLI HARAB
18959,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,3,5721113,KILLI GARI
18960,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,2,5721112,KILLI BAGAR WADAH
18961,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572111,1,MANWANAD,29.65361111,68.70416667,Rural,15,1,5721111,KILLI AZAM ABAD
18962,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,45,57211245,KILLI ZARI KHAN
18963,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,44,57211244,KILLI YOSAF ABAD
18964,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,43,57211243,KILLI TOLAGH
18965,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,42,57211242,KILLI TELEGONKH
18966,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,41,57211241,KILLI TARIQ ABAD
18967,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,40,57211240,KILLI SOHBAT ALI
18968,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,39,57211239,KILLI SHALAWAR
18969,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,38,57211238,KILLI SHAHAL SHAR
18970,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,37,57211237,KILLI SHAH MIR
18971,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,36,57211236,KILLI SHAH MIR
18972,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,35,57211235,KILLI SHAFI MUHMMAD
18973,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,34,57211234,KILLI REHMAN ABAD
18974,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,33,57211233,KILLI RASOOL ABAD
18975,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,32,57211232,KILLI NAWAZ ABAD
18976,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,31,57211231,KILLI NAWAB ABAD
18977,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,30,57211230,KILLI MUHMAD HUSSIN
18978,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,29,57211229,KILLI MISTAHAN
18979,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,28,57211228,KILLI MIR HAZAR
18980,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,27,57211227,KILLI MINDOBAND
18981,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,26,57211226,KILLI MAZAR KHAN
18982,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,25,57211225,KILLI LALJAN
18983,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,24,57211224,KILLI KUNGAR KHAN
18984,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,23,57211223,KILLI KALANI
18985,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,22,57211222,KILLI JAMIL KUNGRANI
18986,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,21,57211221,KILLI JAMIL ABAD
18987,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,20,57211220,KILLI JAMAL DIN
18988,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,19,57211219,KILLI HAMEED ABAD
18989,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,18,57211218,KILLI GREEB ABAD
18990,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,17,57211217,KILLI GORO
18991,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,16,57211216,KILLI GAZI MAR
18992,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,15,57211215,KILLI DOCTOR BANGUL KHAN
18993,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,14,57211214,KILLI DEHAL YAR KHAN
18994,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,13,57211213,KILLI DEHAL YAMEEN
18995,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,12,57211212,KILLI DEHAL TOPI
18996,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,11,57211211,KILLI DAYALOO
18997,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,10,57211210,KILLI DABO
18998,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,9,5721129,KILLI DABAH
18999,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,8,5721128,KILLI CHOKO NALA
19000,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,7,5721127,KILLI CHAPI KECH
19001,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,6,5721126,KILLI BUXSH ALI
19002,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,5,5721125,KILLI BJAR WADAH
19003,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,4,5721124,KILLI AZIZ ABAD
19004,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,3,5721123,KILLI AWAS ABAD
19005,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,2,5721122,KILI TAKROW
19006,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,5721,572112,2,SUFAID,29.6004277,69.030095,Rural,45,1,5721121,BASTI SUFAID
19007,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,18,57251118,SIREH SHAH
19008,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,17,57251117,PEESHANI
19009,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,16,57251116,PAZZA
19010,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,15,57251115,NARGOZI
19011,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,14,57251114,MAIDAN GARI
19012,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,13,57251113,KOTY SHAHER
19013,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,12,57251112,KILLI YARO KHAMCHUR
19014,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,11,57251111,KILLI WADERA KARIM DAD SHAHER
19015,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,10,57251110,KILLI WADERA ALI MURAD
19016,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,9,5725119,KILLI MIR SHEREEN
19017,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,8,5725118,KILLI HAJI RAHZAN SHAHER
19018,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,7,5725117,KILLI ALI BAKHSH
19019,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,6,5725116,KILLI AADO PAZZA
19020,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,5,5725115,KALIKAR
19021,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,4,5725114,GUDO GOZZO
19022,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,3,5725113,BASTI MIR HAZAR
19023,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,2,5725112,BARGARH SHERANI
19024,BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,5725,572511,1,UC PAZZA,29.898544,68.722341,Rural,18,1,5725111,BARGARH PAWADI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221206166666700,66.309678166666700,Rural,10,10,51511110,SAREENWALA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515121,1,JAM YOUSAFABAD,26.221122000000000,66.309746833333300,Urban,10,9,5151219,DANDA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,25.802382666666700,66.627159666666700,Rural,10,8,5151118,GAJRI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221214666666700,66.309766833333300,Rural,10,7,5151117,SAREEWALA-SHARQI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221103000000000,66.309953000000000,Rural,10,6,5151116,RURAL
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221096833333300,66.309855333333300,Rural,10,5,5151115,PIPRANI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.207776333333300,66.375540000000000,Rural,10,4,5151114,MIARKA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221201666666700,66.309747500000000,Rural,10,3,5151113,RAJAL
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515121,1,JAM YOUSAFABAD,26.221188666666700,66.309700333333300,Urban,10,2,5151212,PER TIARA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515111,1,JAM YOUSAFABAD,26.221170833333300,66.309686833333300,Rural,10,1,5151111,ISMAILANI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221168833333300,66.309646500000000,Rural,6,6,5151126,KONDI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221124666666700,66.309770500000000,Rural,6,5,5151125,BET JUMAN
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221171833333300,66.309730666666700,Rural,6,4,5151124,KANAR
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221118000000000,66.309695166666700,Rural,6,3,5151123,LANGRA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221157500000000,66.309724833333300,Rural,6,2,5151122,NAMI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515112,2,KANJRAJ,26.221157000000000,66.309902833333300,Rural,6,1,5151121,SANHRI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.221142666666700,66.309738166666700,Rural,101,101,515113101,DAWN
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,100,515113100,KAROO JUMANI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.221128500000000,66.309661666666700,Rural,101,99,51511399,KAHTOR
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,,,Rural,101,98,51511398,GOTH KUD
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.221155166666700,66.309658000000000,Rural,101,97,51511397,KUD GUNDACHA SHARQI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.221152500000000,66.309687833333300,Rural,101,96,51511396,FATEH WALA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515123,3,KATHORE,26.210866666666700,66.325138666666700,Urban,101,95,51512395,KUD GUNDACHA SHUMALI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515123,3,KATHORE,26.221245000000000,66.309751000000000,Urban,101,94,51512394,KORI WALA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,93,51511393,YOUNUS GOTH
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,25.424102810466000,66.596482837795500,Rural,101,92,51511392,GOTH NAR
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,91,51511391,PEER KUNANA KULRI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,90,51511390,GOTH ADAM DAWN
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,89,51511389,GOTH BISHAM DAWN
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.221129666666700,66.309926166666700,Rural,101,88,51511388,KHARKI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,87,51511387,HAJI SHAIKH GOTH
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.153836442687400,66.981883659488900,Rural,101,86,51511386,WELPUT GHUNDACHA BELA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,85,51511385,WALI MUHAMMAD DAWN
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,,,Rural,101,84,51511384,GOTH KUD DAROO WALA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.153836442687400,66.981883659488900,Rural,101,83,51511383,GHANDACHA JHAGEER
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,25.667138524651100,66.493038082936000,Rural,101,82,51511382,KOND
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,,,Rural,101,81,51511381,AKRWANI
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,80,51511380,GOTH ABDULLA
,BALOCHISTAN,KALAT DIVISION,LASBELA,BELA,5151,515113,3,KATHORE,26.219435858192500,66.312589789250100,Rural,101,79,51511379,BELA KATHOR
